x_1,y_1,z_1,x_2,y_2,z_2
0.39980967959542196,-0.4888922891484989,-0.9921959615739269,0.31840660534864473,-0.3251384533192734,-0.7688685390920007
0.40438472190555796,-0.4950685962671826,-0.9999408546275141,0.3326055759468883,-0.32201762088628777,-0.7884758632782987
0.4161164375436925,-0.4892844356322249,-1.0135352660633465,0.3396151943434895,-0.32005688846765806,-0.7938678774295305
0.4249397334275262,-0.48585315389962286,-1.0165580618754007,0.3417393211303384,-0.3129492334501253,-0.7891947984984622
0.4266553742938272,-0.4838760820441712,-1.012309808301703,0.35809509738907463,-0.3120015461144543,-0.8033610902230635
0.4312304166039632,-0.48400679753874654,-1.0138783942366079,0.35320960577932226,-0.31012251087993414,-0.7927731351624612
0.43632832089240053,-0.4847420721957327,-1.0183227210521668,0.36270281857285447,-0.31175645456212553,-0.8055832536308429
0.4392204012098794,-0.48073891017436365,-1.020218095723509,0.3696960975326338,-0.312426371471824,-0.8107955339770339
0.44596858861732996,-0.4786638016979805,-1.0314923071306303,0.37701616522885145,-0.314158351774947,-0.8247330735861276
0.4503148788119592,-0.4804284608747473,-1.0282407592030705,0.37675473423970085,-0.30540041363840087,-0.8171025565902923
0.45904013807486144,-0.4816702580732128,-1.0330935719391778,0.38871520199334214,-0.306527834779113,-0.8332949384808099
0.4677490579009418,-0.4846440355748012,-1.0444331410935863,0.39319220768254665,-0.3066748897105102,-0.8313178666253567
0.47485671291847453,-0.48359831161819866,-1.0605438257999946,0.40763626983311896,-0.3061847066058528,-0.8512356401112715
0.484872787690308,-0.4856407412209379,-1.0736480541311693,0.414874640345227,-0.306135688295387,-0.8612353754462827
0.4993331892777022,-0.48881059196438936,-1.1012617023602047,0.4314918475931139,-0.3029985164255795,-0.8763166756329106
0.5051990470967694,-0.4915882962241148,-1.1153299574638726,0.43044612363651136,-0.3076062376093593,-0.906560973190274
0.510803473926686,-0.4919150849605531,-1.1291694604520348,0.44105041813393375,-0.30901142917604396,-0.9406940567112532
0.5232541247849848,-0.4915719567872929,-1.1541034410422757,0.44843584357743904,-0.30631542210042806,-0.950987901909059
0.526636388207121,-0.4955914582454838,-1.1625019115687412,0.4605923845729433,-0.30736114605703063,-0.9751375895318493
0.5307049079757777,-0.4988103272994009,-1.1781714314809548,0.4748403734816526,-0.3045180840500175,-0.994712234844501
0.5370446094626805,-0.5041696625769888,-1.1818478047658871,0.48207874399376066,-0.31396227853308395,-1.0076367293706365
0.5489560589058561,-0.5043820752556737,-1.2015858444467593,0.4965718244547987,-0.31335771937067314,-1.031165518394193
0.5641680745870583,-0.5078787147355633,-1.2254741010803976,0.5083198795297551,-0.31263878415050894,-1.0661972709403766
0.5727299394817414,-0.5098231077173712,-1.2426795280538734,0.5078623752987415,-0.31729552364475455,-1.080347223228154
0.5790369620950003,-0.5135158204391238,-1.2630384663339793,0.5225678684384644,-0.3215110983448084,-1.1054609376234374
