x_1,y_1,z_1
-0.0024174759830682957,0.0033176000193171906,0.0034719069969604277
-0.007381017097240594,0.00488638762535093,0.022245922610149904
-0.01139299851594977,0.013038939610804878,0.02463768076361461
-0.013784756669411036,-0.005529333365528688,0.05130707006618351
-0.019288372205332638,-0.004603491499672763,0.05943390422203265
-0.012344558211412782,0.004423466692422939,0.06357447478877987
-0.024946294718896866,0.0012344558211412893,0.09870503003208952
-0.023814710216183976,-0.0014659162876052845,0.10894072621572093
-0.028289612567821254,-0.0010029953546773496,0.14034219616600296
-0.03212156917928066,-0.020394238878438442,0.14857190164027756
-0.04534053359733525,-0.026695107132180457,0.1742382955881716
-0.05099845611089948,-0.028778251330356358,0.20049619961703158
-0.055164744507251284,-0.029729811025819453,0.2220477408277901
-0.06794650582198514,-0.0393739971284858,0.27294332562026113
-0.07049257095308914,-0.039811200231806676,0.28474780940992517
-0.06689207480809367,-0.04708934601061887,0.2915373164262043
-0.07489031981590488,-0.0499440250970081,0.3273622530689053
-0.07861940510893595,-0.05513902667764434,0.33538621590632545
-0.08816071989317387,-0.06462890580266803,0.3611811990022602
-0.08952376486235059,-0.07141841281894512,0.37154548433392165
-0.09453874163573717,-0.07771928107268714,0.4003494534938845
-0.1022798083474773,-0.0862061648430335,0.42465280247260395
-0.10014522849008711,-0.08569180825089129,0.4333197110502027
-0.11092099909546638,-0.09050104238742093,0.46574989418476775
-0.11125533088035877,-0.09235272611913287,0.4796118043430013
-0.1283319697394799,-0.10644609674382927,0.5394314760091383
-0.12365132475098595,-0.10996943940000337,0.547584027994592
-0.12025657124284739,-0.12259689373709448,0.5222005301723733
-0.11943360069541986,-0.13589301164397047,0.5254409767028712
-0.12262261156670151,-0.13591872947357758,0.5465038791510928
-0.1234198642845219,-0.14587152953152924,0.5771852498723753
-0.12249402241866592,-0.14965205048377445,0.5813258204391225
-0.13810474499018188,-0.15675017145533687,0.6196453865537173
-0.13779613103489652,-0.16179086605833048,0.624634645497494
-0.13733321010196864,-0.17084354208003327,0.6374678424714411
-0.13311548604640255,-0.1746497808618856,0.637853609915549
-0.1326268472838673,-0.1822365405959831,0.6356418765693377
-0.1226740472259158,-0.1919578801874708,0.6286980625754168
-0.12051374953891847,-0.2028622399408855,0.6386508626333693
-0.1230855324996295,-0.20821154849916443,0.6516640844145662
-0.11837916968152828,-0.20746573144055824,0.6535929216351022
-0.12043659605009716,-0.21422952062722822,0.6730870364772876
-0.1132870394193205,-0.21762427413536678,0.6752730519938943
-0.11002087505921754,-0.2237193997522519,0.6809824101666742
-0.09860215871366063,-0.22338506796735946,0.6640343604555881
-0.0952331230351291,-0.22935160443620906,0.6647287418549794
-0.09569604396805709,-0.24041027116726643,0.6672748069860823
-0.08471453072582102,-0.25110888828382427,0.6617197557909478
-0.08085685628475459,-0.2531148789931789,0.6634428503746257
-0.07910804387147097,-0.25393784954060644,0.6748872845497864
-0.07795074153915105,-0.25784695964088716,0.6802365931080665
-0.0765105430811528,-0.2650222341012709,0.682191148158207
-0.07144413064855215,-0.26818552714294547,0.6898293435515193
-0.0673807135706288,-0.276003747343507,0.7033569219248612
-0.06902665466548374,-0.28065867450239396,0.7200735111694812
-0.05300444682025418,-0.28973706835370383,0.7110465529773862
-0.04323167156955221,-0.30249311183883054,0.6613339883468399
-0.0344361738439205,-0.307276628145753,0.6603567108217732
-0.04076275992726963,-0.3166893537819554,0.687617610205308
-0.021474387721936994,-0.32263017242119785,0.6647287418549794
-0.02072857066333078,-0.3286224267196545,0.6761731760301437
-0.018053916384191293,-0.3258963367813008,0.6564476007214886
0.0006686635697850107,-0.32512480189308757,0.6276693493911338
0.01020997835402282,-0.3276451491945843,0.6395767044992269
0.009567032613845061,-0.3332516360489344,0.6621826767238765
0.014942059001731178,-0.3389095585624986,0.6619769340870185
0.023788992386577057,-0.3580436237901886,0.6354875695916959
0.022143051291722005,-0.36581040833153594,0.6588136410453451
0.024869141230075664,-0.3735514750432761,0.6594308689559156
0.027980998612536,-0.3713911773562788,0.6703095108797221
0.03204441569045946,-0.37537744094538095,0.6789249837981046
0.044208949094622585,-0.37890078360155505,0.6598680720592363
0.050844149133256966,-0.3811125169477665,0.6616426023021269
0.061954251523528625,-0.38520165185529703,0.6633142612265885
0.0800596035669342,-0.3842243743302268,0.6357190300581586
0.08980666098802903,-0.38525308751451126,0.626357740081172
0.09209554782306179,-0.38934222242204175,0.6462119045378607
0.11050951382175278,-0.4032298504098813,0.6077123136160161
0.10716619597282839,-0.4135427000823325,0.6189767229839305
0.11598741152806719,-0.4177604241378986,0.61283016170783
0.12794620229537346,-0.4201779001209669,0.5926673832958542
0.13579014032554204,-0.41704032490889953,0.5953934732342105
0.158884751312727,-0.42094943500918025,0.5516217272429103
0.1725409188341026,-0.4178375776267199,0.5354194945904283
0.1780702521996313,-0.4140570566744747,0.5260324867838335
0.19257510809804146,-0.40963358998205174,0.4928050509314481
0.1986702337149266,-0.41084232797358594,0.500777578109652
0.21150343068887456,-0.4107394566551575,0.49020755014112893
0.23431514555038135,-0.4141084923336889,0.46819308799744164
0.24856282315272044,-0.4210523063276087,0.4382575343347668
0.24537381228143879,-0.428356169936028,0.46045202128570395
0.26324770385838037,-0.42424131719889036,0.43347401802784447
0.26013584647592003,-0.4359943653293397,0.45353392512139123
0.28040149620632293,-0.43203381956984477,0.4228782722297133
0.3013615273361177,-0.4278160955142787,0.37254847968860005
0.32270732591001916,-0.42264681176324953,0.3366978252162873
0.35022540358962717,-0.4221324551711073,0.2899685288201681
0.3651931804209653,-0.4143399528001529,0.262759065095846
0.3795694471713399,-0.4085020054793389,0.2443450990971563
0.3935599464776079,-0.40562160856334256,0.213097936124516
0.41662883963518577,-0.40762759927269715,0.18449970960141115
0.4324710226731657,-0.4115109915433708,0.15685304277376488
0.456800089481492,-0.41289975434215476,0.1201279820948109
0.4676015779164783,-0.41698888924968525,0.11426431694438932
0.4809234136529613,-0.41943208306236074,0.08823787338199551
0.4919049268951974,-0.4236755249475339,0.08201415861707417
0.5150509735415966,-0.42349550014028414,0.031247162972640297
0.5389685550762091,-0.42565579782728147,-0.01062146362773575
0.5587198482144697,-0.4176061171602559,-0.06241717245645617
0.5779310669309812,-0.41518864117718757,-0.09065534936506126
0.5901727538239656,-0.4085534411385531,-0.11873921929602815
0.6109013244872964,-0.40356418219477375,-0.16431121335982724
0.6346645990442663,-0.3989864085247081,-0.21482103070819036
0.6631342364193373,-0.39857492325099436,-0.26962572560094245
0.700862292452968,-0.3957973976534265,-0.33456324535889337
0.7148270739296289,-0.3902166286286835,-0.3656561013538919
0.7394904725228476,-0.3986520767398157,-0.410096510914979
0.7548182989686854,-0.4005294783011347,-0.4358400583516939
0.7624822121916042,-0.40852772330894604,-0.447953156096645
0.7772699642156925,-0.4132598039566543,-0.4659042011624095
0.7920319984101738,-0.4148028737330809,-0.5001346323694698
0.8160010156040005,-0.411330966736121,-0.5335678108587132
0.8403300824123268,-0.40788477756876823,-0.5961135724632065
0.8689283089354334,-0.4079876488871967,-0.6420713339711099
0.8943889602464725,-0.398960690695101,-0.6846857776300936
0.9105140394101306,-0.3944343526842496,-0.7207164569096562
0.9299052829338917,-0.39001088599182665,-0.7617363951329956
0.9569347218509645,-0.38435296347826237,-0.8133006434952534
0.9764545545227612,-0.3790293727495906,-0.8497685258781367
0.9963344368090574,-0.37532600528616666,-0.8855934625208413
1.030539150186514,-0.3738858068281685,-0.9458503372902989
1.0499561115398823,-0.3797237541489825,-0.9652158629844543
1.069938865144607,-0.3904995247543617,-0.9904707716586358
1.087941345869584,-0.39497442710599895,-1.0146712493189263
1.0959395908773955,-0.39731474960024593,-1.0251641237986249
1.1212202173811847,-0.3960288581198904,-1.0648724527120024
1.1326132158971345,-0.39726331394103176,-1.0858324838417985
1.1729644905506906,-0.3849444735592259,-1.156299336965283
1.2090980411486805,-0.3720855587556708,-1.2352530738591092
1.217662078407848,-0.37396296031698983,-1.247108993307986
1.244485774688064,-0.36244137265300447,-1.3060799765970899
1.264982884884931,-0.3567577323098331,-1.3423421163431186
1.2919866059723968,-0.34680493225188147,-1.3952179740153348
1.3221793379311442,-0.3361577507945378,-1.4573265325165075
1.3515233815128567,-0.3253562623595515,-1.5161432088279696
1.368111381609443,-0.32008410729009396,-1.545152920624787
1.3915403243815203,-0.3138603925251733,-1.5902619937556608
1.4208072144744117,-0.30892256924060807,-1.6433178762351304
1.4372923432525695,-0.30647937542793263,-1.669112859331058
1.455912051888117,-0.31380895686595905,-1.6881183354107137
1.480781193118193,-0.3166893537819554,-1.7209342859893866
1.5208238538164636,-0.3112628917348551,-1.7857946522585202
1.543584133018756,-0.31154578786053333,-1.8208737718426171
1.5639012184083732,-0.31460620958377944,-1.8492662557288675
1.5551057206827412,-0.3235302964574467,-1.8163217160021574
1.5861214231889162,-0.31267737236324616,-1.8726694806713375
1.6122250202401331,-0.307508088612217,-1.910114640579291
1.637814260699208,-0.2984039769313,-1.953217723000808
1.658157063918432,-0.2973495459174085,-1.9758494130550623
1.6827947446820435,-0.2904314497530958,-2.003598951201134
1.7082553959930826,-0.2852364481724596,-2.0334573513749916
1.7372908256195103,-0.27919275821478867,-2.079723726838182
1.7569392474393424,-0.27590087602507857,-2.1025868773589025
1.7742473467649278,-0.28240748691567746,-2.1120767564839262
1.8045429500421037,-0.279038451237146,-2.1471044404088104
1.8252972385350414,-0.2756694155586146,-2.1835466049620855
