x_1,y_1,z_1,x_2,y_2,z_2
0.24128523563144297,-0.21429938690950526,-0.21692852290631137,0.1632875343928522,-0.04666303008168393,-0.0017031509916414223
0.2456340580664121,-0.22063246292696984,-0.22418758392894134,0.17754108929377763,-0.043389011670566524,-0.02070237904403527
0.257506508668343,-0.21466316673296276,-0.23743247659209743,0.18491589844205225,-0.04137168719502948,-0.026274824521543394
0.2667332878269467,-0.211091510284471,-0.24054114053800646,0.1871481837223596,-0.0340795552793588,-0.021644899495720793
0.26870100596292135,-0.2090576503624132,-0.23650649158693327,0.20376630747575875,-0.03305435759506953,-0.03540239100102305
0.2732978600957024,-0.20917339848805877,-0.2378954690946795,0.19888835075212416,-0.031152781245178063,-0.025067736925524997
0.27847345485671127,-0.20993402902801536,-0.24221122063660694,0.20849544518070615,-0.03278979045073682,-0.03756853449524655
0.2813836934443712,-0.20580016739781656,-0.2439805134143338,0.21583718343593922,-0.033451208311568614,-0.04294255461450547
0.28808054928529325,-0.2036505593501132,-0.25487737267153676,0.22316238624465146,-0.03518743019625209,-0.056518156208078096
0.2925616552924287,-0.20546945846740064,-0.25155374792085716,0.22289781910031875,-0.026225218181981147,-0.04887877991547107
0.3015238673066997,-0.2066930815099395,-0.2563159565188453,0.23501830140006158,-0.02731655765235358,-0.06475280857543275
0.31025458306967957,-0.2097356036697658,-0.2672954930086533,0.23963169097936343,-0.02746537667104082,-0.06273548409989793
0.31723254150145513,-0.2086442641993933,-0.28292148997080524,0.2540836712385384,-0.026903171489333688,-0.08198274385010151
0.3271868803069738,-0.2107111950144927,-0.29545535843356774,0.2613096613681259,-0.026787423363688168,-0.09158983827868461
0.34147350610094085,-0.21395214253256856,-0.32222624635073416,0.2781262104797746,-0.02351340495257076,-0.1061410312169837
0.34722784149017755,-0.21677970388762455,-0.33591759606995275,0.27642305948813267,-0.02817640087143497,-0.13555759057747885
0.35271760973508154,-0.21711041281804044,-0.34934437864483847,0.28669157177754645,-0.029548842932660968,-0.16876076719123567
0.36495384016046994,-0.21673009754806216,-0.3734861305651993,0.2940829163723419,-0.02675435247064656,-0.17868203510371217
0.36814518133898344,-0.22084742373174016,-0.3814892866812656,0.30621993411860554,-0.02772994381537347,-0.20227811728888767
0.3719317985922455,-0.22417104848241998,-0.39670189748039597,0.3204569535730102,-0.024753563441630377,-0.22116159721563555
0.37824833916318923,-0.22967735217384477,-0.400008986784556,0.3275506601304313,-0.03439372876325397,-0.2335631821062325
0.389971970746433,-0.22989231297861512,-0.4189916793904285,0.3419530340500439,-0.03368270456285971,-0.25628288562580437
0.4052176524386062,-0.23344743398058607,-0.4422405171986661,0.3532963503633093,-0.03285593223682004,-0.2902466927795171
0.41351844659204534,-0.23544822300960228,-0.4587594282729395,0.3525026489303112,-0.03760160538828822,-0.30402071973133893
0.41955388457213555,-0.23923484026286437,-0.47855235775833194,0.3670703773151317,-0.04185121514413259,-0.3282947552238671
0.4309137363319218,-0.2398797226771754,-0.49062323371851235,0.3841184226780715,-0.0414378289811127,-0.3611672229072074
0.44485311774895214,-0.24578287708509924,-0.5241405838161644,0.3943538640744437,-0.04578665141608179,-0.3889302376156216
0.44650666240103165,-0.25494351445761976,-0.5397665807783145,0.4027373354604869,-0.047555944193806876,-0.40597828297856253
