x_1,y_1,z_1,x_2,y_2,z_2
0.15610227905493196,0.13087155589625044,-1.0656595925338728,0.23762007891883466,0.03868710884331167,-1.1769004150456865
0.1561227918379878,0.12399977357254455,-1.0592801170035067,0.2421944295402867,0.03390763039130129,-1.1752388796181634
0.15835868519107418,0.12110747116167125,-1.053598076097039,0.24299442807946436,0.03230763331294584,-1.1773516962729147
0.15952791382525702,0.11835875823218889,-1.048798084861975,0.24192776336056077,0.023056368154762585,-1.1643465918155123
0.1657432870911761,0.1115485142576505,-1.0421724559349386,0.23589700514214423,0.016861507671899312,-1.1519773836328433
0.16562021039284108,0.11132287364403626,-1.043875016928574,0.23240983202265164,0.007733319212051171,-1.138644074646546
0.16125098760194745,0.1077536493923203,-1.039813485883517,0.23493290433851982,0.0021743550039189374,-1.1281620425050143
0.1680612315764859,0.10322032433697997,-1.0302750417625504,0.2335380350907228,-0.006276911615086644,-1.119115905177388
0.16746636086786654,0.09852289701719297,-1.0219468518418822,0.23421495693156547,-0.012533310447117418,-1.1094748971411441
0.1714868663468109,0.09335367568712155,-1.0172494245220918,0.23883033311912916,-0.0217640628222448,-1.1023569614207709
0.17394840031351155,0.08914855516067471,-1.0150750695181756,0.24049186854665205,-0.032081992699331596,-1.0939467203678745
0.17638942149715636,0.08213318335557784,-1.0088186706861464,0.23944571661080433,-0.04166146238640828,-1.0828082791685532
0.17725095838550156,0.07163063843098849,-1.0062340600211073,0.2360405946235351,-0.050584523015698046,-1.072264708677853
0.17755865013133917,0.06845115705733346,-1.0006340702468641,0.23829700075967733,-0.061969117611688496,-1.0636493397943987
0.18077915707110584,0.06361014025615558,-0.9952392083031789,0.24223545510639835,-0.06925115559651118,-1.0598749877121278
0.18393812566170498,0.05472810519297744,-0.9929828021670382,0.2424200701539009,-0.08223574727085703,-1.0527980775578598
0.19000990944623322,0.04057428488444881,-0.9869110183825072,0.24127135430277394,-0.09337418847017742,-1.0412904062635384
0.1922252900162638,0.03932300511804265,-0.9906033193325605,0.24356878600502785,-0.10397929731004601,-1.0295776071386555
0.1956919503527005,0.025107646460346467,-0.9822751294118888,0.2453944236969975,-0.11805106648635133,-1.0237519767507948
0.1982355354516245,0.01870765814692482,-0.9815776947879904,0.23950725495997183,-0.13167155443542816,-1.0053725231327633
0.19995860922831493,0.012882027759066661,-0.9821930782796677,0.24254314685223594,-0.14334332799420035,-0.99710587156126
0.2015791190897262,-0.001538458729187897,-0.9685931031136441,0.24769185539925143,-0.15577407452603853,-0.9899263974917147
0.20215347701528968,-0.010502544924589352,-0.9622546531493903,0.2448610913375457,-0.17214327540459776,-0.9809623112963131
0.20287142442224404,-0.024697390799229724,-0.9607572199863164,0.24742518921952553,-0.1810868488169434,-0.9750956553423435
0.20648167424007163,-0.03622557487661099,-0.96049055380659,0.2503585171965105,-0.19470733676602026,-0.970439253588669
0.21091243538013277,-0.049743498910408634,-0.9512598014314584,0.24867646898593168,-0.20953807891539158,-0.9589110695112879
0.21497396642518882,-0.06305629511364791,-0.9509931352517356,0.24855339228759665,-0.22354830974252937,-0.9475469876983524
0.2177226793546712,-0.07226653470571948,-0.9465008357625067,0.25117902851874396,-0.23522008330130156,-0.9431982776905166
0.2224406194575141,-0.08504599854950695,-0.9486957035494825,0.24697390799229707,-0.2498046720540028,-0.9325931688506479
0.22549702413283404,-0.09550751790798462,-0.944264942409422,0.253845690316003,-0.262871314860572,-0.9341931659290026
0.22709702121118946,-0.11042031118957935,-0.9398136684863019,0.25103543903735315,-0.28014307819358814,-0.9269111279441802
0.22812266036398138,-0.12432797810143792,-0.9293931746939386,0.2520405654070892,-0.2956097166176905,-0.9199983200543613
0.22756881522147374,-0.13995871878998697,-0.9192188342982419,0.25604055810297777,-0.30793789923424947,-0.9179880673148908
0.23085086051040793,-0.15240997810488102,-0.9146855092429007,0.2518764631426425,-0.32529171369948895,-0.9094957751297734
0.23708674655938286,-0.1667484134609122,-0.9124085903237038,0.2586046559849576,-0.3393839956588501,-0.9118342323981388
0.23653290141687522,-0.17593814026992793,-0.9031368123824635,0.2534764602209979,-0.3543173017235006,-0.9047368094608181
0.23856366693940323,-0.19624579549520815,-0.9001214332732559,0.2571277356049372,-0.3675685595775724,-0.9073829584750221
0.24139443100110897,-0.21156884443791962,-0.900429125019091,0.25911747556135356,-0.38264545512361375,-0.9077316757869731
0.2437328882694746,-0.22619445875673255,-0.896634260153764,0.2598969613174754,-0.393927485804325,-0.908798340505875
0.2448610913375457,-0.2377431556171697,-0.8903163229725664,0.26145593282971913,-0.4102146355506609,-0.9079162908344749
0.2480405727112007,-0.24654313954812448,-0.901352200256607,0.2633431088708563,-0.4213735895330371,-0.9049214245083235
0.24787647044675398,-0.2651892593458818,-0.8929419592037107,0.26434823524059237,-0.43749663701492625,-0.897270156428494
0.2606764470735973,-0.2715277093101359,-0.8994034858663014,0.26564054057311026,-0.44855302708202327,-0.8943778540176197
0.26079952377193233,-0.28879947264315203,-0.8990137429882381,0.26888156029593274,-0.4645735106486333,-0.8932291381664932
